name,genre,all_reviews,tone
Cow Milking Simulator,"Casual,Indie","7 user reviews,- Need more user reviews to generate a score",NA
Risen 3 - Fog Island,RPG,"1 user reviews,- Need more user reviews to generate a score",NA
Portal Knights - Emoji Box,"Action,Adventure,RPG","9 user reviews,- Need more user reviews to generate a score",NA
Laser Disco Defenders,"Action,Indie","5 user reviews,- Need more user reviews to generate a score",NA
Virush,Action,"7 user reviews,- Need more user reviews to generate a score",NA
Elminage ORIGINAL - Priestess of Darkness and The Ring of the Gods,RPG,"Positive,(28),- 85% of the 28 user reviews for this game are positive.",NA
TrickStyle,"Action,Racing,Sports","Positive,(16),- 93% of the 16 user reviews for this game are positive.",NA
Super Kitty Boing Boing,"Action,Indie","2 user reviews,- Need more user reviews to generate a score",NA
Northern Tale,"Adventure,Casual,Simulation,Strategy","Positive,(18),- 100% of the 18 user reviews for this game are positive.",NA
Cluckles' Adventure,"Action,Adventure,Casual,Indie","Positive,(20),- 95% of the 20 user reviews for this game are positive.",NA
Secret Agent,Action,"Positive,(26),- 92% of the 26 user reviews for this game are positive.",NA
RePete,"Casual,Indie","Positive,(13),- 84% of the 13 user reviews for this game are positive.",NA
Joe Danger 2: The Movie,"Action,Casual,Indie,Racing","Positive,(46),- 84% of the 46 user reviews for this game are positive.",NA
VRITRA COMPLETE EDITION,"Action,Casual,Indie","Positive,(14),- 92% of the 14 user reviews for this game are positive.",NA
A Duel Hand Disaster: Trackher,"Action,Indie,Early Access","7 user reviews,- Need more user reviews to generate a score",NA
The Demon Crystal,"Action,Adventure,Casual,RPG","1 user reviews,- Need more user reviews to generate a score",NA
PINPIN BALLBALL,Action,"Positive,(10),- 80% of the 10 user reviews for this game are positive.",NA
Joggernauts,"Action,Indie","Positive,(13),- 100% of the 13 user reviews for this game are positive.",NA
Bad Pad,"Action,Indie","Positive,(11),- 90% of the 11 user reviews for this game are positive.",NA
Dogurai,"Action,Indie","Positive,(14),- 100% of the 14 user reviews for this game are positive.",NA
Muppy The Bunny : The Danger of Wishes,"Action,Adventure,Free to Play,Indie","Positive,(11),- 81% of the 11 user reviews for this game are positive.",NA
World Enduro Rally,"Indie,Racing,Simulation,Sports","Positive,(10),- 80% of the 10 user reviews for this game are positive.",NA
Bunnyrama,"Adventure,Casual,Indie,Strategy","Positive,(19),- 94% of the 19 user reviews for this game are positive.",NA
Recursion Deluxe,"Action,Casual,Indie","Positive,(27),- 88% of the 27 user reviews for this game are positive.",NA
SPLASH BLAST PANIC,"Action,Casual,Indie","1 user reviews,- Need more user reviews to generate a score",NA
The Legend of Dark Witch 2 （魔神少女エピソード２）,"Action,Adventure,Casual,Indie","Positive,(32),- 90% of the 32 user reviews for this game are positive.",NA
Adagio,Casual,"3 user reviews,- Need more user reviews to generate a score",NA
GeminiArms,"Action,Casual,Indie","2 user reviews,- Need more user reviews to generate a score",NA
Escape Doodland,"Action,Adventure,Casual,Indie","Positive,(19),- 100% of the 19 user reviews for this game are positive.",NA
Fate/EXTELLA - Summer Memory,Action,"3 user reviews,- Need more user reviews to generate a score",NA
Fate/EXTELLA - Mecha Lady Medusa,Action,"2 user reviews,- Need more user reviews to generate a score",NA
Fate/EXTELLA - Cheerleader,Action,"1 user reviews,- Need more user reviews to generate a score",NA
Fate/EXTELLA - Spring Casual,Action,"3 user reviews,- Need more user reviews to generate a score",NA
Fate/EXTELLA - Deep Crimson Dress,Action,"5 user reviews,- Need more user reviews to generate a score",NA
Fate/EXTELLA - April Magical,Action,"3 user reviews,- Need more user reviews to generate a score",NA
Fate/EXTELLA - Original Mythic Outfit,Action,"1 user reviews,- Need more user reviews to generate a score",NA
Fate/EXTELLA - Mysterious Heroine Outfit,Action,"Positive,(15),- 100% of the 15 user reviews for this game are positive.",NA
Fate/EXTELLA - Gorgon Variant,Action,"2 user reviews,- Need more user reviews to generate a score",NA
TAC-CORP VIP Access,"Action,Free to Play,Indie","2 user reviews,- Need more user reviews to generate a score",NA
False Shelter,RPG,"2 user reviews,- Need more user reviews to generate a score",NA
EGG HUNT VR,"Adventure,Casual,Simulation","1 user reviews,- Need more user reviews to generate a score",NA
Elixir of Immortality II: The League of Immortality,"Adventure,Casual","1 user reviews,- Need more user reviews to generate a score",NA
弗拉梅尔的奇迹 OST,"Adventure,Indie","2 user reviews,- Need more user reviews to generate a score",NA
Invisibox,"Casual,Indie","Positive,(28),- 96% of the 28 user reviews for this game are positive.",NA
Fate/EXTELLA - Altera Next Door,Action,"3 user reviews,- Need more user reviews to generate a score",NA
The Slopes,"Action,Adventure,Indie,Racing","1 user reviews,- Need more user reviews to generate a score",NA
Superdimension Neptune VS Sega Hard Girls - Deluxe Pack | デラックスセット | 數位附錄套組,RPG,"Positive,(10),- 90% of the 10 user reviews for this game are positive.",NA
Superdimension Neptune VS Sega Hard Girls - Money Maker | 仕様書 『入手クレジット超絶アップ』 | 所獲信用點數超絕上升,RPG,"1 user reviews,- Need more user reviews to generate a score",NA
Superdimension Neptune VS Sega Hard Girls - Item Insurance | 仕様書 『絶対アイテムドロップ』 | 絕對掉落道具,RPG,"1 user reviews,- Need more user reviews to generate a score",NA
Superdimension Neptune VS Sega Hard Girls - IF's Gust of Wind | アイエフのクラス『一陣の風』 | 愛耶芙的職種『一陣風』,RPG,"1 user reviews,- Need more user reviews to generate a score",NA
Superdimension Neptune VS Sega Hard Girls - EXP Expert | 仕様書 入手経験値超絶アップ | 所獲經驗值超絕上升,RPG,"1 user reviews,- Need more user reviews to generate a score",NA
Polaris Sector: Lumens,"Simulation,Strategy","8 user reviews,- Need more user reviews to generate a score",NA
The Cursed Revolver,"Action,Indie,Early Access","Positive,(11),- 90% of the 11 user reviews for this game are positive.",NA
Jack Spriggan,"Action,Adventure","5 user reviews,- Need more user reviews to generate a score",NA
Puzzle With Your Friends,"Casual,Indie","Positive,(48),- 93% of the 48 user reviews for this game are positive.",NA
No Stick Shooter,"Action,Indie","9 user reviews,- Need more user reviews to generate a score",NA
AppGameKit - GameGuru Loader,"Animation & Modeling,Design & Illustration,Education,Software Training,Utilities,Web Publishing","5 user reviews,- Need more user reviews to generate a score",NA
1943 Deadly Desert,"Indie,Strategy","Positive,(10),- 90% of the 10 user reviews for this game are positive.",NA
BRKÖUT,"Action,Adventure,Indie","Positive,(15),- 80% of the 15 user reviews for this game are positive.",NA
B-12: Brantisky Mk. 12,"Action,Indie,Early Access","1 user reviews,- Need more user reviews to generate a score",NA
Flinthook Deluxe DLC,"Action,Adventure,Indie","1 user reviews,- Need more user reviews to generate a score",NA
Deluxe Fan Pack!,"Adventure,Casual,Indie","Positive,(11),- 100% of the 11 user reviews for this game are positive.",NA
Tank Warfare: Operation Pugilist,"Simulation,Strategy","5 user reviews,- Need more user reviews to generate a score",NA
Graviteam Tactics: Final Offensive,"Simulation,Strategy","Positive,(12),- 100% of the 12 user reviews for this game are positive.",NA
Constructor Building Pack 1 - World Tenant Buildings,Simulation,"5 user reviews,- Need more user reviews to generate a score",NA
Guns of Icarus Alliance Soundtrack,NA,"6 user reviews,- Need more user reviews to generate a score",NA
Hello inc VR,"Action,Casual,Indie,Early Access","1 user reviews,- Need more user reviews to generate a score",NA
Eventide Night,"Casual,Indie","Positive,(15),- 93% of the 15 user reviews for this game are positive.",NA
Brain Machine,"Indie,Early Access","Positive,(24),- 95% of the 24 user reviews for this game are positive.",NA
Happy Penguin VR,"Action,Adventure,Indie,Simulation,Sports","Positive,(20),- 100% of the 20 user reviews for this game are positive.",NA
FSX Steam Edition: Douglas F4D Skyray™ Add-On,Simulation,"3 user reviews,- Need more user reviews to generate a score",NA
Star Rage VR,"Action,Adventure,Indie","Positive,(18),- 88% of the 18 user reviews for this game are positive.",NA
TS Marketplace: Tagnoos 898 Wagon Pack Add-On,Simulation,"1 user reviews,- Need more user reviews to generate a score",NA
TS Marketplace: Ootz 42 Wagon Pack Add-On,Simulation,"1 user reviews,- Need more user reviews to generate a score",NA
TS Marketplace: Hbillns 303 Wagon Pack Add-On,Simulation,"2 user reviews,- Need more user reviews to generate a score",NA
TS Marketplace: GWR High Waist Collett Coaches Pack 01 Add-On,Simulation,"1 user reviews,- Need more user reviews to generate a score",NA
Wills and Wonders,"Adventure,Casual,Indie,RPG,Strategy,Early Access","7 user reviews,- Need more user reviews to generate a score",NA
Sniper Elite 4 - Urban Assault Expansion Pack,"Action,Adventure","Positive,(20),- 80% of the 20 user reviews for this game are positive.",NA
Sniper Elite 4 - Lock and Load Weapons Pack,"Action,Adventure","Positive,(28),- 85% of the 28 user reviews for this game are positive.",NA
Headmaster,"Action,Indie,Sports","Positive,(17),- 94% of the 17 user reviews for this game are positive.",NA
Space Ribbon - Soundtrack Pack,"Action,Casual,Indie,Racing,Simulation,Sports","1 user reviews,- Need more user reviews to generate a score",NA
Fantasy Grounds - 5E: Tome of Beasts,"Indie,RPG,Strategy","2 user reviews,- Need more user reviews to generate a score",NA
ProjectM : Dream,Simulation,"Positive,(48),- 89% of the 48 user reviews for this game are positive.",NA
Weather Lord: In Search of the Shaman,"Casual,Indie,Simulation,Strategy","2 user reviews,- Need more user reviews to generate a score",NA
SmuggleCraft Original Soundtrack,"Action,Adventure,Indie,Racing,Sports","1 user reviews,- Need more user reviews to generate a score",NA
Slice&Dice,Casual,"6 user reviews,- Need more user reviews to generate a score",NA
Rocksmith® 2014 Edition – Remastered – Trivium Song Pack,"Casual,Simulation","3 user reviews,- Need more user reviews to generate a score",NA
Rocksmith® 2014 Edition – Remastered – Green Day - “Welcome to Paradise”,"Casual,Simulation","1 user reviews,- Need more user reviews to generate a score",NA
Rocksmith® 2014 Edition – Remastered – Lady Gaga Song Pack,"Casual,Simulation","1 user reviews,- Need more user reviews to generate a score",NA
Rocksmith® 2014 Edition – Remastered – Green Day - “Holiday”,"Casual,Simulation","1 user reviews,- Need more user reviews to generate a score",NA
Rocksmith® 2014 Edition – Remastered – Green Day Song Pack III,"Casual,Simulation","1 user reviews,- Need more user reviews to generate a score",NA
Rocksmith® 2014 Edition – Remastered – Johnny Cash Song Pack (I-II),"Casual,Simulation","1 user reviews,- Need more user reviews to generate a score",NA
Rocksmith® 2014 Edition – Remastered – Trans-Siberian Orchestra - “Christmas Eve / Sarajevo 12/24”,"Casual,Simulation","1 user reviews,- Need more user reviews to generate a score",NA
Rocksmith® 2014 Edition – Remastered – Trans-Siberian Orchestra Song Pack,"Casual,Simulation","2 user reviews,- Need more user reviews to generate a score",NA
Rocksmith® 2014 Edition – Remastered – NOFX Song Pack,"Casual,Simulation","1 user reviews,- Need more user reviews to generate a score",NA
Rocksmith® 2014 Edition – Remastered – Amon Amarth - “Twilight of the Thunder God”,"Casual,Simulation","1 user reviews,- Need more user reviews to generate a score",NA
Rocksmith® 2014 Edition – Remastered – Amon Amarth - “Guardians of Asgaard”,"Casual,Simulation","1 user reviews,- Need more user reviews to generate a score",NA
Mighty Party: Wonder Girls Pack,"Action,Adventure,Free to Play,Massively Multiplayer,RPG,Strategy","6 user reviews,- Need more user reviews to generate a score",NA
Ominous Tales: The Forsaken Isle,"Adventure,Casual,Indie","6 user reviews,- Need more user reviews to generate a score",NA
MYSTIC VR,Adventure,"6 user reviews,- Need more user reviews to generate a score",NA
Pinball FX3 - Marvel Pinball: Cinematic Pack,Simulation,"4 user reviews,- Need more user reviews to generate a score",NA
Pinball FX3 - Marvel Pinball: Heavy Hitters,Simulation,"2 user reviews,- Need more user reviews to generate a score",NA
Savant - ZION (Soundtrack),"Action,Indie","1 user reviews,- Need more user reviews to generate a score",NA
Savant - Protos (Soundtrack),"Action,Indie","1 user reviews,- Need more user reviews to generate a score",NA
Pinball FX3 - Marvel Pinball: Marvel Legends Pack,Simulation,"2 user reviews,- Need more user reviews to generate a score",NA
White Noise 2 - Okiku,"Adventure,Indie","Positive,(22),- 95% of the 22 user reviews for this game are positive.",NA
Blind Men,Indie,"Positive,(31),- 87% of the 31 user reviews for this game are positive.",NA
救う(SHE SAVE),Action,"Positive,(38),- 81% of the 38 user reviews for this game are positive.",NA
The Adliberum Engine (ADLENGINE),"Massively Multiplayer,RPG,Utilities,Early Access","7 user reviews,- Need more user reviews to generate a score",NA
Save Dash,"Action,Indie","2 user reviews,- Need more user reviews to generate a score",NA
Cybercube,"Action,Casual,Indie","Positive,(46),- 84% of the 46 user reviews for this game are positive.",NA
雪·疑 Sknow,"Indie,RPG","8 user reviews,- Need more user reviews to generate a score",NA
Golem Creation Kit,"Casual,Indie","Positive,(17),- 94% of the 17 user reviews for this game are positive.",NA
The Maid_san's Caving Adventure Soundtrack,Indie,"1 user reviews,- Need more user reviews to generate a score",NA
